0,275
1,275
2,275
3,275
4,275
5,275
6,275
7,275
8,275
9,275
10,275
11,275
12,275
13,275
14,275
15,275
16,275
17,275
18,275
19,275
20,275
21,275
22,275
23,275
24,275
25,275
26,275
27,275
28,275
29,275
30,275
31,275
32,275
33,275
34,275
35,275
36,275
37,275
38,275
39,275
40,275
41,275
42,275
43,275
44,275
45,275
46,275
47,275
48,275
49,275
50,275
51,275
52,275
53,275
54,275
55,275
56,275
57,275
58,275
59,275
60,275
61,275
62,275
63,275
64,275
65,275
66,275
67,275
68,275
69,275
70,275
71,275
72,275
73,275
74,275
75,275
76,275
77,275
78,275
79,275
80,275
81,275
82,275
83,275
84,275
85,275
86,275
87,275
88,275
89,275
90,275
91,275
92,275
93,275
94,275
95,275
96,275
97,275
98,275
99,275
100,275
101,275
102,275
103,275
104,275
105,275
106,275
107,275
108,275
109,275
110,275
111,275
112,275
113,275
114,275
115,275
116,275
117,275
118,275
119,275
120,275
121,275
122,275
123,275
124,275
125,275
126,275
127,275
128,275
129,275
130,275
131,275
132,275
133,275
134,275
135,275
136,275
137,275
138,275
139,275
140,275
141,275
142,275
143,275
144,275
145,275
146,275
147,275
148,275
149,275
150,275
151,275
152,275
153,275
154,275
155,275
156,275
157,275
158,275
159,275
160,275
161,275
162,275
163,275
164,275
165,275
166,275
167,275
168,275
169,275
170,275
171,275
172,275
173,275
174,275
175,275
175,274
175,273
175,272
175,271
175,270
175,269
175,268
175,267
175,266
175,265
175,264
175,263
175,262
175,261
175,260
175,259
175,258
175,257
175,256
175,255
175,254
175,253
175,252
175,251
175,250
175,249
175,248
175,247
175,246
175,245
175,244
175,243
175,242
175,241
175,240
175,239
175,238
175,237
175,236
175,235
175,234
175,233
175,232
175,231
175,230
175,229
175,228
175,227
175,226
175,225
175,224
175,223
175,222
175,221
175,220
175,219
175,218
175,217
175,216
175,215
175,214
175,213
175,212
175,211
175,210
175,209
175,208
175,207
175,206
175,205
176,205
177,205
178,205
179,205
180,205
181,205
182,205
183,205
184,205
185,205
186,205
187,205
188,205
189,205
190,205
191,205
192,205
193,205
194,205
195,205
196,205
197,205
198,205
199,205
200,205
201,205
202,205
203,205
204,205
205,205
206,205
207,205
208,205
209,205
210,205
211,205
212,205
213,205
214,205
215,205
216,205
217,205
218,205
219,205
220,205
221,205
222,205
223,205
224,205
225,205
226,205
227,205
228,205
229,205
230,205
231,205
232,205
233,205
234,205
235,205
236,205
237,205
238,205
239,205
240,205
241,205
242,205
243,205
244,205
245,205
246,205
247,205
248,205
249,205
250,205
251,205
252,205
253,205
254,205
255,205
256,205
257,205
258,205
259,205
260,205
261,205
262,205
263,205
264,205
265,205
266,205
267,205
268,205
269,205
270,205
271,205
272,205
273,205
274,205
275,205
276,205
277,205
278,205
279,205
280,205
281,205
282,205
283,205
284,205
285,205
286,205
287,205
288,205
289,205
290,205
291,205
292,205
293,205
294,205
295,205
296,205
297,205
298,205
299,205
300,205
301,205
302,205
303,205
304,205
305,205
306,205
307,205
308,205
309,205
310,205
311,205
312,205
313,205
314,205
315,205
315,206
315,207
315,208
315,209
315,210
315,211
315,212
315,213
315,214
315,215
315,216
315,217
315,218
315,219
315,220
315,221
315,222
315,223
315,224
315,225
315,226
315,227
315,228
315,229
315,230
315,231
315,232
315,233
315,234
315,235
315,236
315,237
315,238
315,239
315,240
315,241
315,242
315,243
315,244
315,245
315,246
315,247
315,248
315,249
315,250
315,251
315,252
315,253
315,254
315,255
315,256
315,257
315,258
315,259
315,260
315,261
315,262
315,263
315,264
315,265
315,266
315,267
315,268
315,269
315,270
315,271
315,272
315,273
315,274
315,275
315,276
315,277
315,278
315,279
315,280
315,281
315,282
315,283
315,284
315,285
315,286
315,287
315,288
315,289
315,290
315,291
315,292
315,293
315,294
315,295
315,296
315,297
315,298
315,299
315,300
315,301
315,302
315,303
315,304
315,305
315,306
315,307
315,308
315,309
315,310
315,311
315,312
315,313
315,314
315,315
315,316
315,317
315,318
315,319
315,320
315,321
315,322
315,323
315,324
315,325
315,326
315,327
315,328
315,329
315,330
315,331
315,332
315,333
315,334
315,335
315,336
315,337
315,338
315,339
315,340
315,341
315,342
315,343
315,344
315,345
315,346
315,347
315,348
315,349
315,350
315,351
315,352
315,353
315,354
315,355
315,356
315,357
315,358
315,359
315,360
315,361
315,362
315,363
315,364
315,365
315,366
315,367
315,368
315,369
315,370
315,371
315,372
315,373
315,374
315,375
315,376
315,377
315,378
315,379
315,380
315,381
315,382
315,383
315,384
315,385
315,386
315,387
315,388
315,389
315,390
315,391
315,392
315,393
315,394
315,395
315,396
315,397
315,398
315,399
315,400
315,401
315,402
315,403
315,404
315,405
315,406
315,407
315,408
315,409
315,410
315,411
315,412
315,413
315,414
315,415
315,416
315,417
315,418
315,419
315,420
315,421
315,422
315,423
315,424
315,425
315,426
315,427
315,428
315,429
315,430
315,431
315,432
315,433
315,434
315,435
315,436
315,437
315,438
315,439
315,440
315,441
315,442
315,443
315,444
315,445
315,446
315,447
315,448
315,449
315,450
315,451
315,452
315,453
315,454
315,455
315,456
315,457
315,458
315,459
315,460
315,461
315,462
315,463
315,464
315,465
315,466
315,467
315,468
315,469
315,470
315,471
315,472
315,473
315,474
315,475
315,476
315,477
315,478
315,479
315,480
315,481
315,482
315,483
315,484
315,485
315,486
315,487
315,488
315,489
315,490
316,490
317,490
318,490
319,490
320,490
321,490
322,490
323,490
324,490
325,490
326,490
327,490
328,490
329,490
330,490
331,490
332,490
333,490
334,490
335,490
336,490
337,490
338,490
339,490
340,490
341,490
342,490
343,490
344,490
345,490
346,490
347,490
348,490
349,490
350,490
351,490
352,490
353,490
354,490
355,490
356,490
357,490
358,490
359,490
360,490
361,490
362,490
363,490
364,490
365,490
366,490
367,490
368,490
369,490
370,490
371,490
372,490
373,490
374,490
375,490
376,490
377,490
378,490
379,490
380,490
381,490
382,490
383,490
384,490
385,490
386,490
387,490
388,490
389,490
390,490
391,490
392,490
393,490
394,490
395,490
396,490
397,490
398,490
399,490
400,490
401,490
402,490
403,490
404,490
405,490
406,490
407,490
408,490
409,490
410,490
411,490
412,490
413,490
414,490
415,490
416,490
417,490
418,490
419,490
420,490
421,490
422,490
423,490
424,490
425,490
426,490
427,490
428,490
429,490
430,490
431,490
432,490
433,490
434,490
435,490
436,490
437,490
438,490
439,490
440,490
441,490
442,490
443,490
444,490
445,490
446,490
447,490
448,490
449,490
450,490
451,490
452,490
453,490
454,490
455,490
456,490
457,490
458,490
459,490
460,490
461,490
462,490
463,490
464,490
465,490
466,490
467,490
468,490
469,490
470,490
471,490
472,490
473,490
474,490
475,490
476,490
477,490
478,490
479,490
480,490
481,490
482,490
483,490
484,490
485,490
486,490
487,490
488,490
489,490
490,490
491,490
492,490
493,490
494,490
495,490
496,490
497,490
498,490
499,490
500,490
501,490
502,490
503,490
504,490
505,490
506,490
507,490
508,490
509,490
510,490
511,490
512,490
513,490
514,490
515,490
516,490
517,490
518,490
519,490
520,490
521,490
522,490
523,490
524,490
525,490
525,489
525,488
525,487
525,486
525,485
525,484
525,483
525,482
525,481
525,480
525,479
525,478
525,477
525,476
525,475
525,474
525,473
525,472
525,471
525,470
525,469
525,468
525,467
525,466
525,465
525,464
525,463
525,462
525,461
525,460
525,459
525,458
525,457
525,456
525,455
525,454
525,453
525,452
525,451
525,450
525,449
525,448
525,447
525,446
525,445
525,444
525,443
525,442
525,441
525,440
525,439
525,438
525,437
525,436
525,435
525,434
525,433
525,432
525,431
525,430
525,429
525,428
525,427
525,426
525,425
525,424
525,423
525,422
525,421
525,420
525,419
525,418
525,417
525,416
525,415
525,414
525,413
525,412
525,411
525,410
525,409
525,408
525,407
525,406
525,405
525,404
525,403
525,402
525,401
525,400
525,399
525,398
525,397
525,396
525,395
525,394
525,393
525,392
525,391
525,390
525,389
525,388
525,387
525,386
525,385
525,384
525,383
